type_area,price,price_sqft,value_area_sqft,possession_year,ready_to_move,years_until_possession,bhk,project_name,locality,floor_type,floor_num,total_floors,transaction_code,furnishing_code,facing_angle,facing_North,facing_North-East,facing_East,facing_South-East,facing_South,facing_South-West,facing_West,facing_North-West,extra_Garden/Park,extra_Pool,extra_Main Road
1,18500000.0,6718.0,1514.0,2025.0,1,0.0,4.0,270,187,1,3.0,10.0,1,84,90.0,0,0,1,0,0,0,0,0,0,0,0
3,23500000.0,8785.0,2675.0,2025.0,1,0.0,4.0,764,48,1,11.0,13.0,1,122,270.0,0,0,0,0,0,0,1,0,0,0,0
1,16500000.0,4939.0,1837.0,2025.0,0,0.0,4.0,977,66,1,3.0,14.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
3,22500000.0,5450.0,4130.0,2026.0,0,1.0,4.0,767,180,1,14.0,32.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,12100000.0,6516.0,1230.0,2025.0,1,0.0,3.0,525,199,1,2.0,14.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,13500000.0,7353.0,1136.0,2025.0,1,0.0,3.0,1272,202,1,5.0,12.0,2,56,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,11500000.0,5201.0,1487.0,2025.0,1,0.0,4.0,669,66,1,12.0,23.0,1,84,90.0,0,0,1,0,0,0,0,0,0,0,0
1,12500000.0,6579.0,1800.0,2025.0,1,0.0,3.0,1272,202,1,1.0,12.0,1,122,270.0,0,0,0,0,0,0,1,0,0,0,0
1,15000000.0,7974.0,1450.0,2025.0,1,0.0,3.0,776,15,1,3.0,12.0,1,30,270.0,0,0,0,0,0,0,1,0,0,0,0
1,17900000.0,7300.0,1360.0,2025.0,1,0.0,3.0,997,9,1,5.0,12.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,19000000.0,4318.0,2640.0,2025.0,1,0.0,5.0,1019,204,1,11.0,13.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,14500000.0,6042.0,1392.0,2025.0,1,0.0,3.0,1221,54,1,7.0,23.0,1,84,270.0,0,0,0,0,0,0,1,0,0,0,0
3,19700000.0,5986.0,3291.0,2024.0,0,-1.0,4.0,760,180,1,15.0,21.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
3,10000000.0,6006.0,1665.0,2025.0,1,0.0,3.0,483,149,1,5.0,12.0,2,132,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,10000000.0,5797.0,1035.0,2025.0,1,0.0,3.0,611,180,1,13.0,17.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,13000000.0,9286.0,770.0,2025.0,1,0.0,3.0,1135,66,1,3.0,7.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
3,22500000.0,5000.0,4515.0,2027.0,0,2.0,4.0,606,163,1,30.0,30.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
3,12500000.0,7310.0,1710.0,2025.0,1,0.0,3.0,1272,202,1,6.0,7.0,1,30,90.0,0,0,1,0,0,0,0,0,0,0,0
3,12000000.0,4167.0,2898.0,2026.0,0,1.0,3.0,1272,202,1,14.0,14.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,11000000.0,5836.0,1399.0,2025.0,1,0.0,3.0,805,34,1,8.0,10.0,1,84,90.0,0,0,1,0,0,0,0,0,0,0,0
1,14500000.0,7323.0,9000.0,2025.0,1,0.0,3.0,1272,202,1,4.0,11.0,1,30,90.0,0,0,1,0,0,0,0,0,0,0,0
3,11000000.0,5820.0,1890.0,2025.0,1,0.0,3.0,844,105,1,5.0,10.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,11900000.0,5770.0,1200.0,2025.0,0,0.0,3.0,1123,28,1,5.0,10.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,12000000.0,6803.0,1053.0,2025.0,1,0.0,3.0,1272,202,1,5.0,12.0,1,84,90.0,0,0,1,0,0,0,0,0,0,0,0
1,19100000.0,5900.0,1627.0,2026.0,0,1.0,4.0,1272,202,1,5.0,22.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,19000000.0,6000.0,1750.0,2026.0,0,1.0,4.0,1272,202,1,7.0,10.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,17000000.0,6481.0,1120.0,2025.0,1,0.0,4.0,1213,180,1,11.0,12.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,22500000.0,7062.0,1789.0,2026.0,0,1.0,4.0,96,204,1,8.0,13.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,10200000.0,5667.0,1170.0,2025.0,1,0.0,3.0,1272,202,1,5.0,12.0,2,56,-1.0,0,0,0,0,0,0,0,0,1,0,0
1,10500000.0,4175.0,1600.0,2025.0,1,0.0,4.0,667,40,1,1.0,1.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,22000000.0,5641.0,2428.0,2025.0,1,0.0,4.0,1272,202,1,21.0,22.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
3,12100000.0,5400.0,2250.0,2025.0,1,0.0,3.0,797,34,1,5.0,14.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,14000000.0,7443.0,1222.0,2025.0,1,0.0,3.0,776,48,1,5.0,10.0,1,30,90.0,0,0,1,0,0,0,0,0,0,0,0
3,18300000.0,6778.0,2700.0,2025.0,1,0.0,3.0,1062,149,1,1.0,5.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
3,12000000.0,5010.0,2395.0,2025.0,1,0.0,3.0,1226,116,1,3.0,12.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
3,10800000.0,5510.0,1960.0,2025.0,1,0.0,3.0,612,180,1,7.0,16.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,14000000.0,6829.0,1700.0,2025.0,1,0.0,3.0,356,153,1,6.0,12.0,1,30,90.0,0,0,1,0,0,0,0,0,0,0,0
1,12200000.0,4778.0,1411.0,2025.0,0,0.0,4.0,687,59,1,4.0,14.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
3,12000000.0,6319.0,1899.0,2025.0,1,0.0,3.0,1272,202,1,6.0,7.0,1,84,270.0,0,0,0,0,0,0,1,0,0,0,0
1,17500000.0,5776.0,2000.0,2025.0,1,0.0,4.0,611,180,1,16.0,16.0,1,84,90.0,0,0,1,0,0,0,0,0,0,0,0
3,10200000.0,5982.0,1705.0,2025.0,1,0.0,3.0,619,15,1,1.0,12.0,1,84,270.0,0,0,0,0,0,0,1,0,0,0,0
1,20000000.0,9268.0,1358.0,2025.0,1,0.0,3.0,590,66,1,3.0,14.0,1,122,270.0,0,0,0,0,0,0,1,0,0,0,0
1,22100000.0,8616.0,2025.0,2025.0,1,0.0,4.0,969,32,1,1.0,5.0,1,30,90.0,0,0,1,0,0,0,0,0,0,0,0
1,24000000.0,6683.0,2000.0,2025.0,1,0.0,4.0,590,66,1,6.0,13.0,1,30,90.0,0,0,1,0,0,0,0,0,0,0,0
1,15000000.0,7215.0,1144.0,2025.0,1,0.0,3.0,203,33,1,11.0,12.0,1,30,90.0,0,0,1,0,0,0,0,0,0,0,0
1,14700000.0,7132.0,1200.0,2025.0,1,0.0,3.0,852,129,1,2.0,8.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,10500000.0,7000.0,827.0,2025.0,1,0.0,3.0,98,204,1,7.0,14.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,1
1,16000000.0,7565.0,1850.0,2025.0,1,0.0,3.0,683,153,1,7.0,12.0,1,84,0.0,1,0,0,0,0,0,0,0,0,0,0
1,15000000.0,4505.0,2250.0,2025.0,1,0.0,4.0,1269,66,1,4.0,13.0,1,30,0.0,1,0,0,0,0,0,0,0,0,0,0
3,14500000.0,7494.0,1935.0,2025.0,1,0.0,3.0,881,172,1,4.0,8.0,1,30,90.0,0,0,1,0,0,0,0,0,0,0,0
3,13000000.0,4602.0,2825.0,2025.0,0,0.0,4.0,368,180,1,4.0,14.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
3,18000000.0,7759.0,2320.0,2025.0,1,0.0,3.0,749,172,1,3.0,13.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,19800000.0,7514.0,1590.0,2025.0,1,0.0,3.0,256,181,1,4.0,7.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
3,15800000.0,5503.0,2871.0,2025.0,0,0.0,3.0,828,174,1,5.0,12.0,0,78,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,10100000.0,5220.0,1935.0,2025.0,1,0.0,3.0,1310,115,1,5.0,12.0,0,125,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,10200000.0,5397.0,1890.0,2024.0,0,-1.0,3.0,88,45,1,5.0,12.0,0,15,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,13000000.0,5068.0,1411.0,2025.0,0,0.0,3.0,395,45,1,5.0,14.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
3,22500000.0,5921.0,3800.0,2025.0,1,0.0,4.0,1133,34,1,7.0,11.0,1,84,90.0,0,0,1,0,0,0,0,0,0,0,0
1,10000000.0,5666.0,971.0,2025.0,0,0.0,3.0,949,181,1,5.0,14.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
3,13700000.000000002,7880.0,1745.0,2025.0,1,0.0,3.0,309,195,1,2.0,15.0,1,84,0.0,1,0,0,0,0,0,0,0,0,0,0
1,25000000.0,10309.0,1350.0,2025.0,1,0.0,4.0,1163,34,1,1.0,22.0,1,30,90.0,0,0,1,0,0,0,0,0,0,0,0
3,25299999.999999996,7206.0,3515.0,2025.0,0,0.0,4.0,442,9,1,5.0,12.0,0,43,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,10700000.0,5944.0,1040.0,2025.0,1,0.0,3.0,630,209,1,4.0,10.0,1,30,90.0,0,0,1,0,0,0,0,0,0,0,0
1,14300000.0,7100.0,1114.0,2025.0,1,0.0,3.0,997,9,1,1.0,14.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,18000000.0,7800.0,1392.0,2025.0,1,0.0,3.0,749,172,1,5.0,12.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,23500000.0,6184.0,2736.0,2025.0,1,0.0,4.0,318,34,1,6.0,11.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,22500000.0,7143.0,2150.0,2025.0,1,0.0,4.0,1272,202,1,2.0,5.0,1,30,270.0,0,0,0,0,0,0,1,0,0,0,0
1,17500000.0,8418.0,1800.0,2025.0,1,0.0,3.0,548,46,1,4.0,7.0,1,30,0.0,1,0,0,0,0,0,0,0,0,0,0
3,19000000.0,5864.0,3240.0,2025.0,1,0.0,4.0,1272,202,1,2.0,10.0,1,30,0.0,1,0,0,0,0,0,0,0,0,0,0
1,15000000.0,8333.0,1000.0,2025.0,1,0.0,3.0,1272,202,1,4.0,22.0,1,30,90.0,0,0,1,0,0,0,0,0,0,0,0
3,18500000.0,7974.0,2320.0,2025.0,1,0.0,3.0,749,172,1,4.0,12.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,20500000.0,9071.0,1300.0,2025.0,1,0.0,3.0,182,78,1,2.0,8.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,10500000.0,6383.0,1350.0,2025.0,1,0.0,3.0,1302,172,1,8.0,10.0,1,30,180.0,0,0,0,0,1,0,0,0,0,0,0
3,23000000.0,8270.0,2781.0,2025.0,1,0.0,3.0,1294,172,1,1.0,12.0,1,30,90.0,0,0,1,0,0,0,0,0,0,0,0
3,11000000.0,3333.0,3300.0,2026.0,0,1.0,4.0,1272,202,1,9.0,13.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,10500000.0,6000.0,1000.0,2025.0,1,0.0,3.0,1272,202,1,1.0,5.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,16000000.0,8000.0,2000.0,2025.0,1,0.0,3.0,1272,202,1,4.0,5.0,1,30,90.0,0,0,1,0,0,0,0,0,0,0,0
1,11500000.0,7986.0,860.0,2025.0,1,0.0,3.0,299,34,1,2.0,14.0,1,30,90.0,0,0,1,0,0,0,0,0,0,0,0
1,10500000.0,4986.0,1476.0,2025.0,1,0.0,3.0,1272,202,1,5.0,10.0,1,84,90.0,0,0,1,0,0,0,0,0,0,0,0
1,16500000.0,7971.0,1309.0,2025.0,1,0.0,3.0,579,172,1,2.0,10.0,1,30,90.0,0,0,1,0,0,0,0,0,0,0,0
1,14300000.0,7100.0,1114.0,2025.0,1,0.0,3.0,1272,202,1,6.0,14.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,13200000.0,4150.0,1900.0,2026.0,0,1.0,4.0,744,179,1,7.0,14.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
3,17500000.0,8566.0,2043.0,2025.0,1,0.0,3.0,1142,174,1,1.0,5.0,1,30,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,14100000.0,7089.0,1386.0,2025.0,1,0.0,3.0,1272,202,1,2.0,3.0,1,30,90.0,0,0,1,0,0,0,0,0,0,0,0
1,12500000.0,5447.0,1665.0,2025.0,1,0.0,3.0,257,66,1,10.0,10.0,1,84,90.0,0,0,1,0,0,0,0,0,0,0,0
1,12300000.0,5694.0,1404.0,2025.0,1,0.0,3.0,1272,202,1,3.0,5.0,1,84,90.0,0,0,1,0,0,0,0,0,0,0,0
1,13799999.999999998,5312.0,1500.0,2024.0,0,-1.0,3.0,770,180,1,17.0,21.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,10000000.0,5000.0,1750.0,2025.0,1,0.0,4.0,1272,202,1,4.0,4.0,1,122,0.0,1,0,0,0,0,0,0,0,0,0,0
1,21500000.0,7920.0,1500.0,2025.0,0,0.0,3.0,1272,202,1,12.0,32.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
3,24400000.0,7000.0,3492.0,2024.0,0,-1.0,4.0,1217,195,1,3.0,13.0,1,84,270.0,0,0,0,0,0,0,1,0,0,0,0
1,16000000.0,7390.0,1500.0,2025.0,1,0.0,3.0,1019,204,1,1.0,13.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
3,12100000.0,5602.0,2160.0,2025.0,1,0.0,3.0,1010,66,1,3.0,14.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
3,19200000.0,9195.0,2088.0,2025.0,1,0.0,3.0,748,172,1,5.0,12.0,1,84,90.0,0,0,1,0,0,0,0,0,0,0,0
3,15500000.0,7949.0,1950.0,2025.0,1,0.0,3.0,193,153,1,5.0,12.0,1,84,90.0,0,0,1,0,0,0,0,0,0,0,0
1,10300000.0,4204.0,1350.0,2025.0,0,0.0,3.0,1272,202,1,4.0,10.0,1,122,-1.0,0,0,0,0,0,0,0,0,1,0,1
1,11500000.0,5654.0,1728.0,2025.0,1,0.0,3.0,441,172,1,4.0,5.0,1,30,90.0,0,0,1,0,0,0,0,0,0,0,0
1,12500000.0,5556.0,1400.0,2025.0,1,0.0,3.0,925,66,1,5.0,7.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,10000000.0,6667.0,826.0,2025.0,1,0.0,3.0,98,204,1,14.0,14.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,13700000.000000002,5418.0,1638.0,2024.0,0,-1.0,4.0,687,39,1,7.0,14.0,1,122,270.0,0,0,0,0,0,0,1,0,0,0,0
3,12500000.0,6614.0,1890.0,2025.0,1,0.0,3.0,1272,202,1,7.0,14.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,15800000.0,3950.0,2800.0,2025.0,1,0.0,4.0,1019,204,1,4.0,4.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
3,12500000.0,6378.0,1960.0,2025.0,1,0.0,3.0,612,166,1,2.0,14.0,1,84,90.0,0,0,1,0,0,0,0,0,0,0,0
1,12500000.0,7331.0,1400.0,2025.0,1,0.0,3.0,619,153,1,7.0,12.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,17500000.0,8337.0,2099.0,2025.0,1,0.0,3.0,634,86,1,7.0,12.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,11000000.0,8429.0,1260.0,2025.0,1,0.0,3.0,1272,202,1,3.0,4.0,1,84,90.0,0,0,1,0,0,0,0,0,0,0,0
3,16500000.0,4167.0,3960.0,2025.0,1,0.0,4.0,553,116,1,5.0,7.0,1,84,90.0,0,0,1,0,0,0,0,0,0,0,0
1,15000000.0,8446.0,1350.0,2025.0,1,0.0,3.0,356,153,1,5.0,12.0,1,30,0.0,1,0,0,0,0,0,0,0,0,0,0
1,11500000.0,5679.0,1200.0,2025.0,1,0.0,3.0,286,45,1,10.0,13.0,1,84,90.0,0,0,1,0,0,0,0,0,0,0,0
3,15100000.0,7501.0,2013.0,2025.0,1,0.0,3.0,613,166,1,10.0,14.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,16000000.0,6049.0,1454.0,2026.0,0,1.0,3.0,1171,66,1,10.0,21.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,12800000.0,5644.0,1500.0,2025.0,1,0.0,3.0,1272,202,1,3.0,5.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
3,13100000.0,7426.0,1764.0,2024.0,0,-1.0,3.0,476,195,1,4.0,13.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,25000000.0,7874.0,1620.0,2025.0,1,0.0,3.0,1272,202,1,0.0,3.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,17600000.0,6774.0,2598.0,2025.0,1,0.0,3.0,770,180,1,3.0,20.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,13500000.0,6818.0,1980.0,2025.0,1,0.0,3.0,315,69,1,5.0,5.0,1,30,270.0,0,0,0,0,0,0,1,0,0,0,0
3,11000000.0,5291.0,2079.0,2025.0,1,0.0,3.0,132,66,1,10.0,33.0,1,30,-1.0,0,0,0,0,0,0,0,0,1,0,1
1,14000000.0,8408.0,1025.0,2025.0,1,0.0,3.0,204,209,1,10.0,13.0,1,84,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,13500000.0,6585.0,2050.0,2025.0,1,0.0,3.0,627,153,1,3.0,12.0,1,30,90.0,0,0,1,0,0,0,0,0,0,0,0
1,15000000.0,8596.0,1050.0,2025.0,1,0.0,3.0,309,195,1,6.0,13.0,1,84,90.0,0,0,1,0,0,0,0,0,0,0,0
1,14000000.0,6564.0,1278.0,2025.0,1,0.0,3.0,1272,202,1,1.0,7.0,1,30,0.0,1,0,0,0,0,0,0,0,0,0,0
1,18100000.0,7802.0,1276.0,2025.0,1,0.0,3.0,749,172,1,10.0,10.0,1,122,270.0,0,0,0,0,0,0,1,0,0,0,0
1,10500000.0,6364.0,1400.0,2025.0,1,0.0,3.0,1272,202,1,3.0,5.0,1,84,90.0,0,0,1,0,0,0,0,0,0,0,0
3,10000000.0,6349.0,1575.0,2025.0,1,0.0,3.0,1272,202,1,5.0,10.0,1,122,-1.0,0,0,0,0,0,0,0,0,1,0,0
1,11200000.000000002,4971.0,1352.0,2025.0,1,0.0,3.0,181,66,1,5.0,12.0,1,84,90.0,0,0,1,0,0,0,0,0,0,0,0
3,11500000.0,7302.0,1575.0,2025.0,1,0.0,3.0,1272,202,1,2.0,7.0,1,122,270.0,0,0,0,0,0,0,1,0,0,0,0
1,21000000.0,9150.0,1377.0,2025.0,1,0.0,3.0,214,130,1,9.0,14.0,1,84,90.0,0,0,1,0,0,0,0,0,0,0,0
3,11100000.000000002,5873.0,1890.0,2025.0,1,0.0,3.0,1272,202,0,0.0,4.0,1,30,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,11500000.0,6389.0,1200.0,2025.0,1,0.0,3.0,402,135,1,4.0,5.0,1,30,90.0,0,0,1,0,0,0,0,0,0,0,0
1,22500000.0,4762.0,3307.0,2025.0,1,0.0,5.0,1272,202,1,5.0,12.0,2,33,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,15000000.0,8824.0,1200.0,2025.0,1,0.0,3.0,1272,202,1,2.0,4.0,1,30,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,11000000.0,4593.0,2395.0,2025.0,0,0.0,3.0,769,111,1,5.0,12.0,2,73,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,10700000.0,4534.0,2360.0,2027.0,0,2.0,3.0,977,66,1,5.0,12.0,0,86,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,19800000.0,6800.0,1604.0,2024.0,0,-1.0,4.0,10,11,1,3.0,13.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,18200000.0,5896.0,1852.0,2024.0,0,-1.0,4.0,162,174,1,5.0,12.0,0,21,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,12600000.0,4778.0,2655.0,2026.0,0,1.0,3.0,395,45,1,5.0,12.0,0,40,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,13200000.0,4000.0,1815.0,2025.0,0,0.0,4.0,1234,34,1,5.0,12.0,0,113,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,17800000.0,6900.0,1421.0,2025.0,0,0.0,3.0,839,129,1,5.0,12.0,1,4,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,18600000.0,5755.0,1778.0,2027.0,0,2.0,4.0,725,66,1,5.0,12.0,0,68,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,24500000.0,6499.0,3770.0,2027.0,0,2.0,3.0,977,66,1,5.0,12.0,0,86,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,16100000.000000002,5876.0,1507.0,2027.0,0,2.0,3.0,760,180,1,5.0,12.0,0,71,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,25299999.999999996,5859.0,2424.0,2025.0,0,0.0,4.0,1272,202,1,7.0,12.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,22700000.0,6135.0,2063.0,2026.0,0,1.0,4.0,96,204,1,5.0,12.0,0,18,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,25800000.0,6789.0,2090.0,2028.0,0,3.0,3.0,384,66,1,5.0,12.0,0,39,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,13899999.999999998,5890.0,1226.0,2027.0,0,2.0,3.0,977,66,1,5.0,12.0,0,86,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,12600000.0,5323.0,2367.0,2025.0,0,0.0,3.0,1256,204,1,5.0,12.0,0,118,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,16399999.999999998,4992.0,1971.0,2029.0,0,4.0,4.0,1090,66,1,5.0,12.0,0,96,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,15100000.0,6750.0,2250.0,2024.0,0,-1.0,3.0,1222,113,1,5.0,12.0,0,110,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,14200000.0,5009.0,1501.0,2027.0,0,2.0,4.0,17,59,1,5.0,12.0,0,8,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,13200000.0,6030.0,2196.0,2025.0,1,0.0,3.0,728,120,1,5.0,12.0,0,69,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,25400000.0,5510.0,2627.0,2024.0,0,-1.0,5.0,730,34,1,5.0,12.0,0,70,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,15600000.0,6500.0,2400.0,2025.0,1,0.0,3.0,1221,54,1,5.0,12.0,0,109,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,11000000.0,5361.0,1129.0,2025.0,0,0.0,3.0,1272,202,1,4.0,13.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,20000000.0,8818.0,1242.0,2025.0,1,0.0,3.0,1272,202,1,3.0,7.0,1,30,90.0,0,0,1,0,0,0,0,0,0,0,0
1,13200000.0,6100.0,1195.0,2026.0,0,1.0,3.0,275,204,1,4.0,14.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,11900000.0,5027.0,1380.0,2025.0,0,0.0,3.0,1272,202,1,5.0,14.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,10500000.0,4400.0,1317.0,2026.0,0,1.0,3.0,606,163,1,20.0,30.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,12500000.0,6944.0,990.0,2025.0,1,0.0,3.0,1272,202,1,4.0,5.0,1,30,90.0,0,0,1,0,0,0,0,0,0,0,0
1,16500000.0,4800.0,1963.0,2026.0,0,1.0,4.0,1171,66,1,9.0,21.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
3,17800000.0,7495.0,2375.0,2025.0,0,0.0,3.0,1272,202,1,5.0,10.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,10700000.0,4486.0,154.0,2025.0,0,0.0,3.0,638,204,1,5.0,14.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,22200000.000000004,6300.0,2502.0,2025.0,1,0.0,4.0,763,180,1,4.0,21.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,23200000.0,6270.0,2080.0,2025.0,0,0.0,4.0,96,204,1,9.0,14.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,13200000.0,4400.0,3000.0,2026.0,0,1.0,4.0,1272,202,1,7.0,14.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
3,19800000.0,6246.0,3170.0,2024.0,0,-1.0,4.0,407,11,1,15.0,21.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,11500000.0,4900.0,1345.0,2025.0,0,0.0,3.0,977,66,1,3.0,14.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,12000000.0,4248.0,1695.0,2026.0,0,1.0,4.0,368,180,1,7.0,14.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,11500000.0,3485.0,1914.0,2025.0,0,0.0,4.0,1234,180,1,5.0,14.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
3,13000000.0,6549.0,1985.0,2025.0,1,0.0,3.0,1272,202,1,13.0,17.0,1,30,90.0,0,0,1,0,0,0,0,0,0,0,0
3,17800000.0,5500.0,3250.0,2027.0,0,2.0,4.0,1272,202,1,11.0,22.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,11700000.0,5750.0,1224.0,2027.0,0,2.0,3.0,977,66,1,5.0,14.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,24200000.0,7520.0,2000.0,2025.0,1,0.0,4.0,980,209,1,6.0,10.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,11100000.000000002,4654.0,1311.0,2025.0,0,0.0,3.0,1272,202,1,9.0,14.0,1,122,270.0,0,0,0,0,0,0,1,0,0,0,0
1,20500000.0,4940.0,2400.0,2024.0,0,-1.0,4.0,169,79,0,5.0,6.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,18500000.0,6095.0,1677.0,2024.0,0,-1.0,4.0,162,174,1,4.0,13.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
3,22100000.0,7557.0,2935.0,2025.0,0,0.0,4.0,976,32,1,6.0,14.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
3,10700000.0,4718.0,2268.0,2026.0,0,1.0,3.0,1272,202,1,5.0,10.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,10000000.0,5250.0,1050.0,2025.0,1,0.0,3.0,628,204,1,11.0,14.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
