type_area,price,price_sqft,value_area_sqft,possession_year,ready_to_move,years_until_possession,bhk,project_name,locality,floor_type,floor_num,total_floors,transaction_code,furnishing_code,facing_angle,facing_North,facing_North-East,facing_East,facing_South-East,facing_South,facing_South-West,facing_West,facing_North-West,extra_Garden/Park,extra_Pool,extra_Main Road
3,2300000.0,2302.0,999.0,2025.0,1,0.0,2.0,1272,202,1,5.0,7.0,1,84,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,2000000.0,4764.0,39.0,2025.0,1,0.0,1.0,1272,202,1,0.0,4.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,4200000.0,3111.0,850.0,2025.0,1,0.0,2.0,1272,202,1,1.0,4.0,1,84,270.0,0,0,0,0,0,0,1,0,0,0,0
3,4100000.0,3374.0,1215.0,2025.0,1,0.0,2.0,248,121,1,4.0,5.0,1,84,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,5000000.0,4831.0,810.0,2025.0,1,0.0,2.0,1272,202,1,4.0,5.0,1,30,90.0,0,0,1,0,0,0,0,0,0,0,0
3,3000000.0,3922.0,765.0,2025.0,1,0.0,2.0,1272,202,1,3.0,4.0,1,30,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,4600000.0,4623.0,750.0,2025.0,1,0.0,2.0,105,40,1,5.0,5.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,5000000.0,5291.0,945.0,2025.0,1,0.0,2.0,1272,202,1,3.0,4.0,1,30,0.0,1,0,0,0,0,0,0,0,0,0,0
3,4600000.0,5623.0,818.0,2025.0,1,0.0,2.0,64,170,0,3.0,6.0,1,84,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,4000000.0,3419.0,1170.0,2025.0,1,0.0,2.0,1272,202,1,3.0,4.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,1900000.0,1810.0,1050.0,2025.0,1,0.0,1.0,1272,202,1,5.0,6.0,1,30,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,3000000.0,6000.0,350.0,2025.0,1,0.0,2.0,1272,202,1,5.0,12.0,2,25,-1.0,0,0,0,0,0,0,0,0,1,1,1
3,4500000.0,4167.0,1080.0,2025.0,1,0.0,2.0,262,66,1,1.0,14.0,1,84,90.0,0,0,1,0,0,0,0,0,0,0,0
1,4700000.0,3868.0,860.0,2025.0,1,0.0,2.0,1227,113,1,2.0,7.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
3,2500000.0,20317.0,123.0,2025.0,1,0.0,2.0,1272,202,1,5.0,5.0,1,84,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,5100000.0,5015.0,504.0,2025.0,1,0.0,2.0,757,66,1,6.0,7.0,1,30,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,1900000.0,2815.0,500.0,2025.0,1,0.0,1.0,1272,202,1,4.0,5.0,1,30,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,1600000.0,2279.0,702.0,2025.0,1,0.0,1.0,1272,202,0,4.0,5.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,2710000.0,4169.0,650.0,2025.0,1,0.0,1.0,1272,202,1,3.0,4.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,1
1,1650000.0,2350.0,75.0,2025.0,1,0.0,1.0,742,125,1,4.0,7.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,1980000.0,2438.0,810.0,2025.0,1,0.0,1.0,1272,202,1,2.0,7.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,5100000.0,4835.0,98.0,2025.0,1,0.0,2.0,1224,14,1,3.0,4.0,1,84,0.0,1,0,0,0,0,0,0,0,0,0,0
3,3700000.0,4327.0,855.0,2025.0,1,0.0,2.0,194,34,1,3.0,5.0,1,84,-1.0,0,0,0,0,0,0,0,0,1,0,0
3,4400000.0,3761.0,1170.0,2025.0,1,0.0,2.0,1272,202,0,2.0,6.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,4700000.0,4145.0,1134.0,2025.0,1,0.0,2.0,829,40,1,4.0,7.0,1,84,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,4600000.0,4444.0,1035.0,2025.0,1,0.0,2.0,1272,202,1,3.0,4.0,1,84,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,4300000.0,3909.0,1100.0,2025.0,1,0.0,2.0,1272,202,0,3.0,5.0,1,84,270.0,0,0,0,0,0,0,1,0,0,0,0
1,5000000.0,4545.0,1000.0,2025.0,1,0.0,2.0,1272,202,1,5.0,5.0,1,30,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,4500000.0,3814.0,1180.0,2025.0,1,0.0,2.0,1020,140,1,4.0,5.0,1,30,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,4000000.0,3221.0,137.0,2025.0,1,0.0,2.0,1272,202,1,3.0,5.0,1,30,90.0,0,0,1,0,0,0,0,0,0,0,0
1,3250000.0,2779.0,1170.0,2025.0,1,0.0,2.0,1272,202,1,3.0,5.0,1,122,-1.0,0,0,0,0,0,0,0,0,1,0,1
3,2550000.0,3400.0,750.0,2025.0,1,0.0,1.0,219,113,1,2.0,4.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,3100000.0,3555.0,81.0,2025.0,1,0.0,1.0,1272,202,0,5.0,6.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,2200000.0,2750.0,800.0,2025.0,1,0.0,1.0,1272,202,0,5.0,6.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,3500000.0,4685.0,747.0,2025.0,1,0.0,1.0,1272,202,1,4.0,6.0,1,84,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,1550000.0,15510.0,100.0,2025.0,1,0.0,1.0,1272,202,1,3.0,3.0,1,122,180.0,0,0,0,0,1,0,0,0,0,0,0
1,2500000.0,2778.0,810.0,2025.0,1,0.0,1.0,273,208,1,7.0,7.0,1,84,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,4000000.0,5926.0,675.0,2025.0,1,0.0,1.0,1272,202,1,0.0,5.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,3500000.0,3500.0,1000.0,2025.0,1,0.0,2.0,1272,202,1,3.0,4.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,3500000.0,3188.0,1098.0,2025.0,1,0.0,2.0,1285,8,1,2.0,7.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,2500000.0,3209.0,545.0,2025.0,1,0.0,2.0,1272,202,1,5.0,12.0,2,56,-1.0,0,0,0,0,0,0,0,0,1,1,1
1,3300000.0,4701.0,702.0,2025.0,1,0.0,1.0,935,40,1,2.0,7.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,4200000.0,3535.0,713.0,2025.0,1,0.0,3.0,556,121,1,4.0,7.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
3,5000000.0,4274.0,1170.0,2025.0,1,0.0,2.0,1272,202,1,2.0,3.0,1,84,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,3250000.0,2708.0,1200.0,2025.0,1,0.0,2.0,333,125,1,3.0,7.0,1,84,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,5100000.0,5152.0,990.0,2025.0,1,0.0,2.0,430,86,1,9.0,11.0,1,30,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,3200000.0,8744.0,32.0,2025.0,1,0.0,1.0,344,79,1,10.0,14.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,3700000.0,3289.0,110.0,2025.0,1,0.0,2.0,1272,202,1,5.0,5.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,4000000.0,3150.0,1270.0,2025.0,1,0.0,2.0,1272,202,1,3.0,5.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,1
3,4200000.0,3457.0,1215.0,2025.0,1,0.0,2.0,248,121,1,3.0,5.0,1,30,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,2700000.0,3750.0,80.0,2025.0,1,0.0,1.0,78,108,1,0.0,4.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,2500000.0,2500.0,720.0,2025.0,1,0.0,1.0,1272,202,1,3.0,3.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,2400000.0,2589.0,927.0,2025.0,1,0.0,2.0,1272,202,0,3.0,4.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,5000000.0,3704.0,1350.0,2025.0,1,0.0,2.0,1272,202,0,1.0,4.0,1,84,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,4200000.0,4242.0,748.0,2025.0,1,0.0,2.0,148,135,1,6.0,7.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
3,2000000.0,3175.0,630.0,2025.0,1,0.0,1.0,1272,202,1,1.0,3.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,5200000.0,4549.0,1143.0,2025.0,1,0.0,2.0,1272,202,1,2.0,7.0,1,122,0.0,1,0,0,0,0,0,0,0,0,0,0
3,4000000.0,3419.0,1170.0,2025.0,1,0.0,2.0,1272,202,1,11.0,15.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,4900000.0,4321.0,793.0,2025.0,1,0.0,2.0,1272,202,1,5.0,12.0,2,33,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,1250000.0,3125.0,400.0,2025.0,1,0.0,1.0,1272,202,0,3.0,4.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,2800000.0,2800.0,535.0,2025.0,1,0.0,3.0,593,125,1,3.0,7.0,1,30,90.0,0,0,1,0,0,0,0,0,0,0,0
3,600000.0,1944.0,306.0,2025.0,1,0.0,1.0,1272,202,1,1.0,6.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,5500000.0,5556.0,990.0,2025.0,1,0.0,2.0,1272,202,1,5.0,12.0,2,132,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,3800000.0,2912.0,848.0,2025.0,1,0.0,2.0,1272,202,1,3.0,5.0,1,84,0.0,1,0,0,0,0,0,0,0,0,0,0
3,3000000.0,2667.0,1125.0,2025.0,1,0.0,2.0,1272,202,1,3.0,5.0,1,30,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,3500000.0,3601.0,972.0,2025.0,1,0.0,2.0,1272,202,1,5.0,6.0,1,30,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,2500000.0,12500.0,200.0,2025.0,1,0.0,1.0,1272,202,1,4.0,7.0,1,30,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,2300000.0,3651.0,630.0,2025.0,1,0.0,1.0,266,137,1,3.0,5.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,3600000.0,2885.0,1248.0,2025.0,1,0.0,2.0,348,208,1,4.0,5.0,1,30,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,250000.0,2174.0,115.0,2025.0,1,0.0,2.0,821,208,1,3.0,5.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,4800000.0,4424.0,1085.0,2024.0,0,-1.0,2.0,974,180,1,8.0,14.0,1,122,-1.0,0,0,0,0,0,0,0,0,1,0,1
3,900000.0,1800.0,500.0,2025.0,1,0.0,1.0,1272,202,1,4.0,5.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,4950000.0,4400.0,787.0,2025.0,1,0.0,2.0,1272,202,1,5.0,12.0,0,58,-1.0,0,0,0,0,0,0,0,0,1,1,1
3,3500000.0,8750.0,400.0,2025.0,1,0.0,1.0,1272,202,0,1.0,2.0,1,84,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,3200000.0,3232.0,990.0,2025.0,1,0.0,2.0,1272,202,0,2.0,4.0,1,84,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,3200000.0,4938.0,648.0,2025.0,1,0.0,1.0,253,187,1,5.0,5.0,1,84,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,3700000.0,5763.0,1305.0,2025.0,1,0.0,2.0,533,113,1,4.0,4.0,1,84,90.0,0,0,1,0,0,0,0,0,0,0,0
3,2500000.0,2778.0,900.0,2025.0,1,0.0,2.0,1272,202,0,0.0,2.0,1,30,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,5300000.0,4141.0,1280.0,2025.0,1,0.0,2.0,1133,34,1,3.0,13.0,1,84,270.0,0,0,0,0,0,0,1,0,0,0,0
1,4000000.0,3221.0,747.0,2025.0,1,0.0,2.0,349,134,1,5.0,7.0,1,30,90.0,0,0,1,0,0,0,0,0,0,0,0
3,2700000.0,4167.0,648.0,2025.0,1,0.0,1.0,685,60,0,2.0,5.0,1,30,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,3400000.0,2975.0,800.0,2025.0,1,0.0,2.0,1272,202,1,5.0,12.0,2,33,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,2600000.0,3059.0,500.0,2025.0,1,0.0,3.0,296,90,1,3.0,3.0,1,84,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,2900000.0,2731.0,1062.0,2025.0,1,0.0,2.0,1272,202,1,1.0,4.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,3900000.0,4588.0,850.0,2025.0,1,0.0,1.0,1272,202,0,0.0,6.0,1,84,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,2000000.0,4000.0,400.0,2025.0,1,0.0,1.0,1272,202,1,1.0,2.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,4600000.0,3959.0,1162.0,2025.0,1,0.0,2.0,1272,202,1,5.0,5.0,1,30,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,1200000.0,12000.0,130.0,2025.0,1,0.0,1.0,1272,202,1,4.0,8.0,1,84,90.0,0,0,1,0,0,0,0,0,0,0,0
1,3970000.0000000005,3869.0,1179.0,2025.0,1,0.0,2.0,1303,134,1,1.0,5.0,1,84,270.0,0,0,0,0,0,0,1,0,0,0,0
3,4500000.0,4639.0,970.0,2025.0,1,0.0,2.0,904,170,1,11.0,13.0,1,30,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,4750000.0,6507.0,1220.0,2025.0,0,0.0,2.0,1155,180,1,12.0,13.0,1,122,-1.0,0,0,0,0,0,0,0,0,1,1,0
3,5300000.0,4649.0,1140.0,2025.0,1,0.0,2.0,1272,202,1,5.0,16.0,1,84,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,5000000.0,3255.0,1536.0,2025.0,1,0.0,3.0,556,121,1,11.0,14.0,1,30,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,3500000.0,3015.0,1161.0,2025.0,1,0.0,2.0,187,125,1,5.0,5.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,3000000.0,3922.0,765.0,2025.0,1,0.0,2.0,379,113,1,5.0,12.0,2,132,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,5000000.0,2584.0,1935.0,2025.0,1,0.0,3.0,1272,202,0,2.0,5.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,4000000.0,4193.0,954.0,2025.0,1,0.0,2.0,1272,202,1,2.0,5.0,1,84,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,4500000.0,4000.0,1125.0,2025.0,1,0.0,3.0,1272,202,1,1.0,4.0,1,84,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,2200000.0,3134.0,594.0,2025.0,1,0.0,1.0,1272,202,1,7.0,7.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,1500000.0,3704.0,405.0,2025.0,1,0.0,1.0,1272,202,0,4.0,5.0,1,30,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,5400000.0,3000.0,1080.0,2025.0,1,0.0,2.0,962,59,1,1.0,5.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,1600000.0,2339.0,684.0,2025.0,1,0.0,1.0,742,125,1,7.0,8.0,1,30,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,4000000.0,3673.0,762.0,2025.0,1,0.0,2.0,1272,202,1,5.0,12.0,0,33,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,4600000.0,4259.0,1080.0,2025.0,1,0.0,2.0,1272,202,0,1.0,2.0,1,30,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,5000000.0,4608.0,1085.0,2025.0,1,0.0,2.0,974,180,1,13.0,14.0,1,122,270.0,0,0,0,0,0,0,1,0,0,0,0
3,3000000.0,5952.0,504.0,2025.0,1,0.0,2.0,166,125,1,1.0,7.0,1,84,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,2100000.0,2244.0,936.0,2025.0,1,0.0,2.0,942,125,1,5.0,5.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,4900000.0,4693.0,1044.0,2025.0,1,0.0,2.0,1272,202,1,5.0,5.0,1,30,270.0,0,0,0,0,0,0,1,0,0,0,0
3,3200000.0,2822.0,1134.0,2025.0,1,0.0,2.0,1272,202,0,3.0,4.0,1,84,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,3850000.0,2852.0,1350.0,2025.0,1,0.0,2.0,217,40,0,3.0,5.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,5000000.0,4055.0,1233.0,2025.0,1,0.0,2.0,564,137,1,2.0,5.0,1,30,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,4500000.0,4261.0,1056.0,2025.0,1,0.0,3.0,896,102,1,5.0,14.0,1,122,-1.0,0,0,0,0,0,0,0,0,1,0,0
3,4500000.0,4065.0,1107.0,2025.0,1,0.0,2.0,1272,202,1,5.0,12.0,2,132,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,5000000.0,4374.0,1143.0,2025.0,1,0.0,2.0,1272,202,1,4.0,7.0,1,84,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,4800000.0,4638.0,800.0,2025.0,1,0.0,2.0,656,71,1,8.0,10.0,1,84,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,4800000.0,4938.0,972.0,2025.0,1,0.0,2.0,1272,202,0,2.0,6.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,2600000.0,2311.0,900.0,2025.0,1,0.0,2.0,550,125,1,1.0,5.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
3,3800000.0,4750.0,800.0,2025.0,1,0.0,1.0,24,43,1,6.0,10.0,1,30,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,2800000.0,3836.0,730.0,2025.0,1,0.0,1.0,1272,202,1,2.0,4.0,1,30,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,5300000.0,4061.0,1305.0,2025.0,1,0.0,2.0,1027,121,1,7.0,7.0,1,30,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,1700000.0,4077.0,292.0,2025.0,1,0.0,1.0,1272,202,1,3.0,4.0,1,122,-1.0,0,0,0,0,0,0,0,0,1,0,1
1,2350000.0,6871.0,342.0,2025.0,1,0.0,1.0,1272,202,1,6.0,7.0,1,84,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,2800000.0,3457.0,810.0,2025.0,1,0.0,2.0,685,60,0,2.0,2.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,2300000.0,5011.0,459.0,2025.0,1,0.0,1.0,1272,202,1,0.0,3.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,4500000.0,4167.0,1080.0,2025.0,1,0.0,2.0,929,216,1,3.0,14.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,4500000.0,4630.0,972.0,2025.0,1,0.0,2.0,1185,196,1,3.0,5.0,1,30,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,4850000.0,5988.0,810.0,2025.0,1,0.0,2.0,1272,202,1,1.0,3.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
3,2200000.0,3492.0,630.0,2025.0,1,0.0,1.0,1272,202,0,3.0,6.0,1,84,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,3000000.0,3750.0,800.0,2025.0,1,0.0,2.0,1272,202,1,2.0,5.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
3,2600000.0,3467.0,750.0,2025.0,1,0.0,2.0,1272,202,1,4.0,4.0,1,84,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,3500000.0,3601.0,972.0,2025.0,1,0.0,2.0,1272,202,1,4.0,5.0,1,84,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,3550000.0,3946.0,900.0,2025.0,1,0.0,1.0,1272,202,1,5.0,12.0,2,132,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,3750000.0,3472.0,680.0,2025.0,1,0.0,2.0,1005,208,1,3.0,7.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,1
3,4000000.0,5556.0,720.0,2025.0,1,0.0,2.0,1272,202,1,4.0,10.0,1,84,90.0,0,0,1,0,0,0,0,0,0,0,0
3,3200000.0,3368.0,950.0,2025.0,0,0.0,2.0,1272,202,0,5.0,12.0,2,3,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,5100000.0,4679.0,1090.0,2025.0,1,0.0,2.0,173,85,1,5.0,5.0,1,84,90.0,0,0,1,0,0,0,0,0,0,0,0
3,2500000.0,2500.0,1000.0,2025.0,1,0.0,2.0,1272,202,1,3.0,5.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,3850000.0,3368.0,1143.0,2025.0,1,0.0,2.0,1272,202,1,5.0,5.0,1,84,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,2700000.0,18000.0,150.0,2025.0,1,0.0,2.0,1026,214,1,7.0,7.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,4350000.0,3580.0,729.0,2025.0,1,0.0,2.0,282,161,1,4.0,8.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
3,1000000.0,3333.0,300.0,2025.0,1,0.0,1.0,1272,202,0,3.0,5.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,3000000.0,5000.0,420.0,2025.0,1,0.0,2.0,1272,202,1,1.0,5.0,1,122,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,3560000.0,3916.0,909.0,2025.0,1,0.0,2.0,1333,59,1,4.0,5.0,1,84,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,4500000.0,4132.0,1089.0,2025.0,1,0.0,2.0,424,8,1,5.0,6.0,1,84,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,2100000.0,3250.0,646.0,2025.0,1,0.0,1.0,895,166,1,12.0,14.0,1,122,270.0,0,0,0,0,0,0,1,0,0,0,0
3,8900000.0,5086.0,1750.0,2027.0,0,2.0,3.0,979,181,1,5.0,12.0,0,88,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,7250000.0,3949.0,1836.0,2025.0,0,0.0,3.0,1329,216,1,5.0,12.0,0,128,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,5500000.0,4479.0,675.0,2024.0,0,-1.0,2.0,1152,180,1,5.0,12.0,0,100,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,5610000.0,3994.0,744.0,2026.0,0,1.0,2.0,1328,216,1,5.0,12.0,0,127,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,6330000.0,4852.0,1305.0,2025.0,0,0.0,2.0,89,79,1,5.0,12.0,0,16,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,6500000.0,5078.0,700.0,2025.0,0,0.0,2.0,67,79,1,5.0,12.0,0,13,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,5140000.0,3985.0,1290.0,2027.0,0,2.0,2.0,1156,180,1,5.0,12.0,0,101,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,8200000.0,4686.0,962.0,2026.0,0,1.0,3.0,1202,34,1,5.0,12.0,0,106,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,5720000.0,4400.0,715.0,2026.0,0,1.0,2.0,374,180,1,5.0,12.0,0,38,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,5410000.0,4400.0,647.0,2026.0,0,1.0,2.0,796,34,1,5.0,12.0,0,77,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,7800000.0,4588.0,968.0,2024.0,0,-1.0,3.0,1264,180,1,5.0,12.0,0,121,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,5000000.0,4237.0,1180.0,2025.0,0,0.0,2.0,26,66,1,5.0,12.0,0,9,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,9850000.0,5010.0,1070.0,2026.0,0,1.0,3.0,65,79,1,5.0,12.0,0,12,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,5450000.0,3738.0,1458.0,2025.0,0,0.0,2.0,397,216,1,5.0,12.0,0,41,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,9800000.0,4188.0,1404.0,2026.0,0,1.0,3.0,480,204,1,5.0,12.0,0,48,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,6530000.0,3556.0,1836.0,2025.0,0,0.0,3.0,1329,216,1,5.0,12.0,0,128,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,9500000.0,6030.0,1575.0,2025.0,1,0.0,3.0,728,120,1,5.0,12.0,0,69,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,5300000.0,3900.0,748.0,2026.0,0,1.0,2.0,901,61,1,5.0,12.0,0,83,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,7900000.0,6500.0,1215.0,2025.0,0,0.0,2.0,1223,129,1,5.0,12.0,0,111,-1.0,0,0,0,0,0,0,0,0,0,0,0
3,6840000.000000001,3798.0,1801.0,2025.0,0,0.0,3.0,1198,61,1,5.0,12.0,0,105,-1.0,0,0,0,0,0,0,0,0,0,0,0
1,7480000.0,5500.0,803.0,2024.0,0,-1.0,3.0,583,204,1,2.0,14.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,9920000.0,4222.0,1287.0,2026.0,0,1.0,3.0,325,204,1,1.0,13.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,9660000.0,4112.0,1287.0,2025.0,0,0.0,3.0,1272,202,1,6.0,13.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,7700000.0,4173.0,998.0,2025.0,0,0.0,3.0,1272,202,1,7.0,14.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,9800000.0,4172.0,1362.0,2025.0,0,0.0,3.0,325,204,1,5.0,14.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,6480000.0,3700.0,968.0,2024.0,0,-1.0,3.0,468,180,1,14.0,14.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,7650000.0,4422.0,918.0,2025.0,0,0.0,3.0,517,180,1,6.0,14.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,8100000.0,5960.0,900.0,2025.0,1,0.0,3.0,1272,202,1,4.0,4.0,1,30,90.0,0,0,1,0,0,0,0,0,0,0,0
1,6200000.0,5145.0,697.0,2025.0,0,0.0,2.0,66,204,1,18.0,22.0,1,122,0.0,1,0,0,0,0,0,0,0,0,0,0
1,7009999.999999999,3839.0,972.0,2026.0,0,1.0,3.0,1330,216,1,11.0,14.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,7140000.000000001,4125.0,918.0,2025.0,0,0.0,3.0,517,180,1,5.0,14.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
1,6500000.0,4626.0,825.0,2026.0,0,1.0,2.0,1328,216,1,6.0,14.0,1,122,90.0,0,0,1,0,0,0,0,0,0,0,0
